continent,country,locationId,longitude,latitude,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,updateTime
Oceania,Fiji,990002,179.414413,-16.578193,17,17,0,0,0,1587430449.405
North America,Guatemala,972004,-90.230759,15.783471,250,257,0,0,7,1587430449.405
South America,Chile,973004,-71.542969,-35.675147,6073,10888,0,4676,139,1587430449.405
Europe,Norway,962004,8.468946,60.472024,6946,7127,0,0,181,1587430449.405
Africa,Togo,982016,0.824782,8.619543,30,84,0,49,5,1587430449.405
Europe,United Kingdom,961007,-3.435973,55.378051,107890,124743,0,344,16509,1587430449.405
Asia,Malaysia,952007,101.975766,4.210484,2041,5425,0,3295,89,1587430449.405
Africa,Mauritius,984014,57.552152,-20.348404,95,328,0,224,9,1587430449.405
North America,Martinique,0,-61.024174,14.641528,151,163,0,0,12,1587430449.405
Africa,Mali,982010,-3.996166,17.570692,176,246,0,56,14,1587430449.405
Europe,Italy,965008,12.56738,41.87194,108237,181228,0,48877,24114,1587430449.405
South America,Ecuador,973006,-78.183406,-1.831239,8493,9468,0,501,474,1587430449.405
Africa,Algeria,981001,1.659626,28.033886,1235,2718,0,1099,384,1587430449.405
South America,Paraguay,973009,-58.443832,-23.442503,168,206,0,30,8,1587430449.405
Europe,Belarus,964001,27.953389,53.709807,5723,6264,0,494,47,1587430449.405
Africa,Libya,981003,17.228331,26.3351,39,51,0,11,1,1587430449.405
Oceania,Papua New Guinea,990009,143.95555,-6.314993,7,7,0,0,0,1587430449.405
Europe,Denmark,962001,9.501785,56.26392,4403,7515,0,2748,364,1587430449.405
Europe,Czech Republic,963002,15.472962,49.817492,5085,6838,0,1559,194,1587430449.405
South America,Suriname,973010,-56.027783,3.919305,5,10,0,4,1,1587430449.405
Europe,France,961002,2.213749,46.227638,56983,114657,0,37409,20265,1587430449.405
North America,Costa Rica,972002,-83.753428,9.748917,651,655,0,0,4,1587430449.405
North America,Trinidad and Tobago,974013,-61.222503,10.691803,106,114,0,0,8,1587430449.405
Asia,Bangladesh,953001,90.356331,23.684994,2762,2948,0,85,101,1587430449.405
Europe,Isle of Man,0,-4.548056,54.236107,293,297,0,0,4,1587430449.405
Asia,Laos,952006,102.495496,19.85627,19,19,0,0,0,1587430449.405
Europe,Romania,965011,24.96676,45.943161,6441,8936,0,2017,478,1587430449.405
Europe,Hungary,963004,19.503304,47.162494,1518,1984,0,267,199,1587430449.405
Europe,Estonia,964002,25.013607,58.595272,1330,1535,0,165,40,1587430449.405
Europe,Sweden,962005,18.643501,60.128161,12704,14874,0,537,1633,1587430449.405
Europe,Ukraine,964007,31.16558,48.379433,5200,5710,0,359,151,1587430449.405
Asia,Thailand,952010,100.992541,15.870032,746,2792,0,1999,47,1587430449.405
Europe,Gibraltar,0,-5.345374,36.137741,132,133,0,0,1,1587430449.405
Europe,Austria,963001,14.550072,47.516231,3681,14782,0,10631,470,1587430449.405
Asia,Lebanon,955012,35.862285,33.854721,554,677,0,102,21,1587430449.405
Europe,Guernsey,0,-2.585278,49.465691,230,239,0,0,9,1587430449.405
Oceania,French Polynesia,0,-149.406843,-17.679742,55,55,0,0,0,1587430449.405
Asia,India,953003,78.96288,20.593684,14255,17656,0,2842,559,1587430449.405
Asia,Iran,955007,53.688046,32.427908,19023,83505,0,59273,5209,1587430449.405
Europe,San Marino,965012,12.457777,43.94236,420,461,0,2,39,1587430449.405
South America,Venezuela,0,-66.58973,6.42375,219,228,0,0,9,1587430449.405
South America,French Guiana,0,-53.125782,3.933889,96,96,0,0,0,1587430449.405
North America,Jamaica,974009,-77.297508,18.109581,168,173,0,0,5,1587430449.405
Asia,Kuwait,955011,47.481766,29.31166,1621,1995,0,367,7,1587430449.405
Africa,South Africa,984011,22.937506,-30.559482,2187,3300,0,1055,58,1587430449.405
Europe,Croatia,965005,15.2,45.1,1063,1881,0,771,47,1587430449.405
Europe,Ireland,961003,-8.24389,53.41291,14903,15652,0,62,687,1587430449.405
Africa,Malawi,984006,34.301525,-13.254308,15,17,0,0,2,1587430449.405
Africa,Tanzania,985009,34.888822,-6.369028,231,254,0,13,10,1587430449.405
Asia,Georgia,955006,43.356892,42.315407,302,399,0,93,4,1587430449.405
Asia,Armenia,955002,45.038189,40.069099,737,1339,0,580,22,1587430449.405
Europe,Portugal,965010,-8.224454,39.399872,19518,20863,0,610,735,1587430449.405
Asia,Pakistan,953006,69.345116,30.375321,7031,9193,0,1970,192,1587430449.405
Asia,Iraq,955008,43.679291,33.223191,449,1574,0,1043,82,1587430449.405
North America,Panama,972007,-80.782127,8.537981,4149,4273,0,4,120,1587430449.405
Asia,China,951001,104.195397,35.86166,1630,84250,0,77978,4642,1587429658.243
Europe,United Kingdom,0,-3.435973,55.378051,12,20,0,8,0,1582952928.516
